|sentence_text|sentence_number|paragraph_number|title|publication_date|genre
7195|But there is one pleasure still within the reach of mortality and perhaps only one–which owes even more than does music to the accessory sentiment of seclusion. 964807|6|1|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7196|I mean the happiness experienced in the contemplation of natural scenery. 964967|7|1|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7197|In truth, the man who would behold aright the glory of God upon earth must in solitude behold that glory. 965040|8|1|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7198|To me, at least, the presence–not of human life only, but of life in any other form than that of the green things which grow upon the soil and are voiceless–is a stain upon the landscape–is at war with the genius of the scene. 965145|9|1|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7199|so mirror-like was the glassy water, that it was scarcely possible to say at what point upon the slope of the emerald turf its crystal dominion began. 965371|0|10|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7200|My position enabled me to include in a single view both the eastern and western extremities of the islet; and I observed a singularly-marked difference in their aspects. 965521|0|11|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7201|The latter was all one radiant harem of garden beauties. 965690|1|11|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7202|It glowed and blushed beneath the eyes of the slant sunlight, and fairly laughed with flowers. 965746|2|11|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7203|The grass was short, springy, sweet-scented, and Asphodel-interspersed. 965840|3|11|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7204|The trees were lithe, mirthful, erect–bright, slender, and graceful,- of eastern figure and foliage, with bark smooth, glossy, and parti-colored. 965911|4|11|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7205|There seemed a deep sense of life and joy about all; and although no airs blew from out the heavens, yet every thing had motion through the gentle sweepings to and fro of innumerable butterflies, that might have been mistaken for tulips with wings. 966056|5|11|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7206|* Florem putares nare per liquidum aethera. 966304|0|12|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7207|–P. 966347|1|12|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7208|Commire. 966350|2|12|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7209|The other or eastern end of the isle was whelmed in the blackest shade. 966358|0|13|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7210|A sombre, yet beautiful and peaceful gloom here pervaded all things. 966429|1|13|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7211|The trees were dark in color, and mournful in form and attitude, wreathing themselves into sad, solemn, and spectral shapes that conveyed ideas of mortal sorrow and untimely death. 966497|2|13|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7212|The grass wore the deep tint of the cypress, and the heads of its blades hung droopingly, and hither and thither among it were many small unsightly hillocks, low and narrow, and not very long, that had the aspect of graves, but were not; although over and all about them the rue and the rosemary clambered. 966677|3|13|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7213|The shade of the trees fell heavily upon the water, and seemed to bury itself therein, impregnating the depths of the element with darkness. 966983|4|13|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7214|I fancied that each shadow, as the sun descended lower and lower, separated itself sullenly from the trunk that gave it birth, and thus became absorbed by the stream; while other shadows issued momently from the trees, taking the place of their predecessors thus entombed. 967123|5|13|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7215|This idea, having once seized upon my fancy, greatly excited it, and I lost myself forthwith in revery. 967395|0|14|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7216|"""If ever island were enchanted,"" said I to myself, ""this is it. 967498"|1|14|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7217|This is the haunt of the few gentle Fays who remain from the wreck of the race. 967561|2|14|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7218|Are these green tombs theirs? 967640|3|14|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7219|–or do they yield up their sweet lives as mankind yield up their own? 967669|4|14|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7220|In dying, do they not rather waste away mournfully, rendering unto God, little by little, their existence, as these trees render up shadow after shadow, exhausting their substance unto dissolution? 967738|5|14|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7221|"What the wasting tree is to the water that imbibes its shade, growing thus blacker by what it preys upon, may not the life of the Fay be to the death which engulfs it""? 967935"|6|14|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7222|As I thus mused, with half-shut eyes, while the sun sank rapidly to rest, and eddying currents careered round and round the island, bearing upon their bosom large, dazzling, white flakes of the bark of the sycamore-flakes which, in their multiform positions upon the water, a quick imagination might have converted into any thing it pleased, while I thus mused, it appeared to me that the form of one of those very Fays about whom I had been pondering made its way slowly into the darkness from out the light at the western end of the island. 968103|0|15|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7223|She stood erect in a singularly fragile canoe, and urged it with the mere phantom of an oar. 968645|1|15|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7224|While within the influence of the lingering sunbeams, her attitude seemed indicative of joy–but sorrow deformed it as she passed within the shade. 968737|2|15|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7225|Slowly she glided along, and at length rounded the islet and re-entered the region of light. 968883|3|15|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7226|"""The revolution which has just been made by the Fay,"" continued I, musingly, ""is the cycle of the brief year of her life. 968975"|4|15|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7227|She has floated through her winter and through her summer. 969096|5|15|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7228|"She is a year nearer unto Death; for I did not fail to see that, as she came into the shade, her shadow fell from her, and was swallowed up in the dark water, making its blackness more black"". 969154"|6|15|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7229|And again the boat appeared and the Fay, but about the attitude of the latter there was more of care and uncertainty and less of elastic joy. 969346|0|16|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7230|She floated again from out the light and into the gloom (which deepened momently) and again her shadow fell from her into the ebony water, and became absorbed into its blackness. 969487|1|16|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7231|And again and again she made the circuit of the island, (while the sun rushed down to his slumbers), and at each issuing into the light there was more sorrow about her person, while it grew feebler and far fainter and more indistinct, and at each passage into the gloom there fell from her a darker shade, which became whelmed in a shadow more black. 969665|2|16|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7232|But at length when the sun had utterly departed, the Fay, now the mere ghost of her former self, went disconsolately with her boat into the region of the ebony flood, and that she issued thence at all I cannot say, for darkness fell over an things and I beheld her magical figure no more. 970015|3|16|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7233|"* Moraux is here derived from moeurs, and its meaning is ""fashionable"" or more strictly ""of manners"". 970303"|0|2|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7234|Our telescopes and our mathematical investigations assure us on every hand–notwithstanding the cant of the more ignorant of the priesthood–that space, and therefore that bulk, is an important consideration in the eyes of the Almighty. 970404|0|3|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7235|The cycles in which the stars move are those best adapted for the evolution, without collision, of the greatest possible number of bodies. 970638|1|3|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7236|The forms of those bodies are accurately such as, within a given surface, to include the greatest possible amount of matter;–while the surfaces themselves are so disposed as to accommodate a denser population than could be accommodated on the same surfaces otherwise arranged. 970776|2|3|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7237|Nor is it any argument against bulk being an object with God, that space itself is infinite; for there may be an infinity of matter to fill it. 971052|3|3|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7238|And since we see clearly that the endowment of matter with vitality is a principle–indeed, as far as our judgments extend, the leading principle in the operations of Deity,–it is scarcely logical to imagine it confined to the regions of the minute, where we daily trace it, and not extending to those of the august. 971195|4|3|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7239|As we find cycle within cycle without end,–yet all revolving around one far-distant centre which is the God-head, may we not analogically suppose in the same manner, life within life, the less within the greater, and all within the Spirit Divine? 971510|5|3|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7240|"In short, we are madly erring, through self-esteem, in believing man, in either his temporal or future destinies, to be of more moment in the universe than that vast ""clod of the valley"" which he tills and contemns, and to which he denies a soul for no more profound reason than that he does not behold it in operation. 971756"|6|3|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
7241|"* Speaking of the tides, Pomponius Mela, in his treatise ""De Situ Orbis,"" says ""either the world is a great animal, or"" etc. 972075"|0|4|The Island Of The Fay|1841-06-25 00:00:00|['Fantasy']
