sentence_text|sentence_number|paragraph_number|title|publication_date|genre
I searched my pockets, hoping to find an old letter --and then my hand fell upon the parchment.|2|172|The Gold-Bug|June 1843|Adventure
I thus detail the precise mode in which it came into my possession; for the circumstances impressed me with peculiar force.|3|172|The Gold-Bug|June 1843|Adventure
"""No doubt you will think me fanciful --but I had already established a kind of connexion."|0|173|The Gold-Bug|June 1843|Adventure
I had put together two links of a great chain.|1|173|The Gold-Bug|June 1843|Adventure
There was a boat lying on a sea-coast, and not far from the boat was a parchment --not a paper --with a skull depicted on it.|2|173|The Gold-Bug|June 1843|Adventure
You will, of course, ask 'where is the connexion?|3|173|The Gold-Bug|June 1843|Adventure
' I reply that the skull, or death's-head, is the well-known emblem of the pirate.|4|173|The Gold-Bug|June 1843|Adventure
The flag of the death's-head is hoisted in all engagements.|5|173|The Gold-Bug|June 1843|Adventure
"""I have said that the scrap was parchment, and not paper."|0|174|The Gold-Bug|June 1843|Adventure
Parchment is durable --almost imperishable.|1|174|The Gold-Bug|June 1843|Adventure
Matters of little moment are rarely consigned to parchment; since, for the mere ordinary purposes of drawing or writing, it is not nearly so well adapted as paper.|2|174|The Gold-Bug|June 1843|Adventure
This reflection suggested some meaning --some relevancy --in the death's-head.|3|174|The Gold-Bug|June 1843|Adventure
I did not fail to observe, also, the form of the parchment.|4|174|The Gold-Bug|June 1843|Adventure
Although one of its corners had been, by some accident, destroyed, it could be seen that the original form was oblong.|5|174|The Gold-Bug|June 1843|Adventure
"It was just such a slip, indeed, as might have been chosen for a memorandum --for a record of something to be long remembered and carefully preserved""."|6|174|The Gold-Bug|June 1843|Adventure
"""But,"" I interposed, ""you say that the skull was not upon the parchment when you made the drawing of the beetle."|0|175|The Gold-Bug|June 1843|Adventure
"How then do you trace any connexion between the boat and the skull --since this latter, according to your own admission, must have been designed (God only knows how or by whom) at some period subsequent to your sketching the scarabaeus""?"|1|175|The Gold-Bug|June 1843|Adventure
"""Ah, hereupon turns the whole mystery; although the secret, at this point, I had comparatively little difficulty in solving."|0|176|The Gold-Bug|June 1843|Adventure
My steps were sure, and could afford but a single result.|1|176|The Gold-Bug|June 1843|Adventure
I reasoned, for example, thus: When I drew the scarabaeus, there was no skull apparent on the parchment.|2|176|The Gold-Bug|June 1843|Adventure
When I had completed the drawing, I gave it to you, and observed you narrowly until you returned it.|3|176|The Gold-Bug|June 1843|Adventure
You, therefore, did not design the skull, and no one else was present to do it.|4|176|The Gold-Bug|June 1843|Adventure
Then it was not done by human agency.|5|176|The Gold-Bug|June 1843|Adventure
And nevertheless it was done.|6|176|The Gold-Bug|June 1843|Adventure
"""At this stage of my reflections I endeavored to remember, and did remember, with entire distinctness, every incident which occurred about the period in question."|0|177|The Gold-Bug|June 1843|Adventure
The weather was chilly (oh rare and happy accident!|1|177|The Gold-Bug|June 1843|Adventure
), and a fire was blazing on the hearth.|2|177|The Gold-Bug|June 1843|Adventure
I was heated with exercise and sat near the table.|3|177|The Gold-Bug|June 1843|Adventure
You, however, had drawn a chair close to the chimney.|4|177|The Gold-Bug|June 1843|Adventure
Just as I placed the parchment in your hand, and as you were in the act of inspecting it, Wolf, the Newfoundland, entered, and leaped upon your shoulders.|5|177|The Gold-Bug|June 1843|Adventure
With your left hand you caressed him and kept him off, while your right, holding the parchment, was permitted to fall listlessly between your knees, and in close proximity to the fire.|6|177|The Gold-Bug|June 1843|Adventure
At one moment I thought the blaze had caught it, and was about to caution you, but, before I could speak, you had withdrawn it, and were engaged in its examination.|7|177|The Gold-Bug|June 1843|Adventure
When I considered all these particulars, I doubted not for a moment that heat had been the agent in bringing to light, on the parchment, the skull which I saw designed on it.|8|177|The Gold-Bug|June 1843|Adventure
You are well aware that chemical preparations exist, and have existed time out of mind, by means of which it is possible to write on either paper or vellum, so that the characters shall become visible only when subjected to the action of fire.|9|177|The Gold-Bug|June 1843|Adventure
Zaire, digested in aqua regia, and diluted with four times its weight of water, is sometimes employed; a green tint results.|10|177|The Gold-Bug|June 1843|Adventure
The regulus of cobalt, dissolved in spirit of nitre, gives a red.|11|177|The Gold-Bug|June 1843|Adventure
These colors disappear at longer or shorter intervals after the material written on cools, but again become apparent upon the re-application of heat.|12|177|The Gold-Bug|June 1843|Adventure
"""I now scrutinized the death's-head with care."|0|178|The Gold-Bug|June 1843|Adventure
Its outer edges --the edges of the drawing nearest the edge of the vellum --were far more distinct than the others.|1|178|The Gold-Bug|June 1843|Adventure
It was clear that the action of the caloric had been imperfect or unequal.|2|178|The Gold-Bug|June 1843|Adventure
I immediately kindled a fire, and subjected every portion of the parchment to a glowing heat.|3|178|The Gold-Bug|June 1843|Adventure
At first, the only effect was the strengthening of the faint lines in the skull; but, on persevering in the experiment, there became visible, at the corner of the slip, diagonally opposite to the spot in which the death's-head was delineated, the figure of what I at first supposed to be a goat.|4|178|The Gold-Bug|June 1843|Adventure
"A closer scrutiny, however, satisfied me that it was intended for a kid""."|5|178|The Gold-Bug|June 1843|Adventure
"""Ha!"|0|179|The Gold-Bug|June 1843|Adventure
"ha""!"|1|179|The Gold-Bug|June 1843|Adventure
"said I, ""to be sure I have no right to laugh at you --a million and a half of money is too serious a matter for mirth --but you are not about to establish a third link in your chain --you will not find any especial connexion between your pirates and goat --pirates, you know, have nothing to do with goats; they appertain to the farming interest""."|2|179|The Gold-Bug|June 1843|Adventure
"""But I have just said that the figure was not that of a goat""."|0|180|The Gold-Bug|June 1843|Adventure
"""Well, a kid then --pretty much the same thing""."|0|181|The Gold-Bug|June 1843|Adventure
"""Pretty much, but not altogether,"" said Legrand."|0|182|The Gold-Bug|June 1843|Adventure
"""You may have heard of one Captain Kidd."|1|182|The Gold-Bug|June 1843|Adventure
I at once looked on the figure of the animal as a kind of punning or hieroglyphical signature.|2|182|The Gold-Bug|June 1843|Adventure
I say signature; because its position on the vellum suggested this idea.|3|182|The Gold-Bug|June 1843|Adventure
The death's-head at the corner diagonally opposite, had, in the same manner, the air of a stamp, or seal.|4|182|The Gold-Bug|June 1843|Adventure
"But I was sorely put out by the absence of all else --of the body to my imagined instrument --of the text for my context""."|5|182|The Gold-Bug|June 1843|Adventure
"""I presume you expected to find a letter between the stamp and the signature""."|0|183|The Gold-Bug|June 1843|Adventure
"""Something of that kind."|0|184|The Gold-Bug|June 1843|Adventure
The fact is, I felt irresistibly impressed with a presentiment of some vast good fortune impending.|1|184|The Gold-Bug|June 1843|Adventure
I can scarcely say why.|2|184|The Gold-Bug|June 1843|Adventure
Perhaps, after all, it was rather a desire than an actual belief; --but do you know that Jupiter's silly words, about the bug being of solid gold, had a remarkable effect on my fancy?|3|184|The Gold-Bug|June 1843|Adventure
And then the series of accidents and coincidences --these were so very extraordinary.|4|184|The Gold-Bug|June 1843|Adventure
"Do you observe how mere an accident it was that these events should have occurred on the sole day of all the year in which it has been, or may be, sufficiently cool for fire, and that without the fire, or without the intervention of the dog at the precise moment in which he appeared, I should never have become aware of the death's-head, and so never the possessor of the treasure""?"|5|184|The Gold-Bug|June 1843|Adventure
"""But proceed --I am all impatience""."|0|185|The Gold-Bug|June 1843|Adventure
"""Well; you have heard, of course, the many stories current --the thousand vague rumors afloat about money buried, somewhere on the Atlantic coast, by Kidd and his associates."|0|186|The Gold-Bug|June 1843|Adventure
These rumors must have had some foundation in fact.|1|186|The Gold-Bug|June 1843|Adventure
And that the rumors have existed so long and so continuously could have resulted, it appeared to me, only from the circumstance of the buried treasure still remaining entombed.|2|186|The Gold-Bug|June 1843|Adventure
Had Kidd concealed his plunder for a time, and afterwards reclaimed it, the rumors would scarcely have reached us in their present unvarying form.|3|186|The Gold-Bug|June 1843|Adventure
You will observe that the stories told are all about money-seekers, not about money-finders.|4|186|The Gold-Bug|June 1843|Adventure
Had the pirate recovered his money, there the affair would have dropped.|5|186|The Gold-Bug|June 1843|Adventure
It seemed to me that some accident --say the loss of a memorandum indicating its locality --had deprived him of the means of recovering it, and that this accident had become known to is followers, who otherwise might never have heard that treasure had been concealed at all, and who, busying themselves in vain, because unguided attempts, to regain it, had given first birth, and then universal currency, to the reports which are now so common.|6|186|The Gold-Bug|June 1843|Adventure
"Have you ever heard of any important treasure being unearthed along the coast""?"|7|186|The Gold-Bug|June 1843|Adventure
"""Never""."|0|187|The Gold-Bug|June 1843|Adventure
"""But that Kidd's accumulations were immense, is well known."|0|188|The Gold-Bug|June 1843|Adventure
"I took it for granted, therefore, that the earth still held them; and you will scarcely be surprised when I tell you that I felt a hope, nearly amounting to certainty, that the parchment so strangely found, involved a lost record of the place of deposit""."|1|188|The Gold-Bug|June 1843|Adventure
